Iteration,Encryption Time,Decryption Time,Verification
0,1448664,907095,True
1,1418286,815771,True
2,1420240,814519,True
3,1476677,830980,True
4,1452721,818366,True
5,1410090,814819,True
6,1435710,813437,True
7,1422795,812775,True
8,1884392,1103497,True
9,1426722,828084,True
10,1476256,815861,True
11,1409810,814638,True
12,1441530,814829,True
13,1418877,825258,True
14,1408898,810922,True
15,1444105,829116,True
16,1535619,819478,True
17,1452641,863982,True
18,1410310,815309,True
19,1459164,816402,True
20,1409649,811011,True
21,1423075,872118,True
22,1444305,827012,True
23,1422654,815160,True
24,1408929,813327,True
25,1444426,829116,True
26,1409940,813056,True
27,1459133,888509,True
28,1427704,815220,True
29,1685985,859744,True
30,1425379,814619,True
31,1418205,852641,True
32,1428385,820580,True
33,1455777,842051,True
34,1425169,817654,True
35,1517204,904730,True
36,1439386,841630,True
37,1476346,839115,True
38,1416683,845758,True
39,1483510,839125,True
40,1531662,820409,True
41,1585323,856489,True
42,1440007,816452,True
43,1416773,819989,True
44,1429417,823675,True
45,1705492,881446,True
46,1800333,817153,True
47,1430920,934065,True
48,1498408,835809,True
49,1448073,834326,True
50,1434567,814558,True
51,1460997,835638,True
52,1453413,832793,True
53,1451789,838884,True
54,1492758,815811,True
55,1526762,971887,True
56,1581836,817835,True
57,1470134,817655,True
58,1425770,816312,True
59,1440288,932763,True
60,1423165,835197,True
61,1496544,817163,True
62,1441791,813777,True
63,1486606,836340,True
64,1475134,814318,True
65,1407646,842481,True
66,1409219,813717,True
67,1408788,845327,True
68,1454235,865555,True
69,1431441,816201,True
70,1534718,828665,True
71,1431701,815961,True
72,1427954,812956,True
73,1440218,834546,True
74,1424819,815270,True
75,1409539,814789,True
76,1455216,816172,True
77,1472800,816522,True
78,2148023,928575,True
79,1995232,1315120,True
80,1888054,1034396,True
81,1413588,816913,True
82,1423135,813967,True
83,1472900,814769,True
84,1412304,826761,True
85,1611634,835659,True
86,1411353,829677,True
87,1429297,813726,True
88,1436150,815560,True
89,1409349,813957,True
90,1408858,812965,True
91,1454905,815270,True
92,1496204,812896,True
93,1438164,815600,True
94,1449615,813396,True
95,1443965,815040,True
96,1421232,814769,True
97,1489722,815329,True
98,1423937,814969,True
99,1490283,829607,True
100,1441610,819448,True
101,1483911,812825,True
102,1419919,815139,True
103,1414539,867609,True
104,1420120,814539,True
105,1409739,814087,True
106,1431761,812725,True
107,1464514,825068,True
108,1441841,816392,True
109,1449486,812976,True
110,1515240,816583,True
111,1471006,876516,True
112,1411163,868250,True
113,1500532,813466,True
114,1408498,810932,True
115,1426832,853333,True
116,1409810,833484,True
117,1675390,1018045,True
118,1420380,814348,True
119,1444075,815771,True
120,1425740,1011482,True
121,1459193,816332,True
122,1420390,814207,True
123,1504160,814699,True
124,1572419,827153,True
125,1448764,814278,True
126,1411163,825138,True
127,1499250,835649,True
128,1722296,856479,True
129,1422214,816632,True
130,1452762,812906,True
131,1422263,814558,True
132,1613176,821111,True
133,1443053,816212,True
134,1410010,811703,True
135,1444946,813386,True
136,1509740,948263,True
137,1825169,824136,True
138,1407565,815139,True
139,1473040,903988,True
140,1457971,816783,True
141,1453583,841068,True
142,1419247,823505,True
143,1426211,813286,True
144,1421853,823506,True
145,1440428,815581,True
146,1449866,813587,True
147,1436190,909599,True
148,1464174,827302,True
149,1409990,811563,True
150,1407897,813456,True
151,1511784,817624,True
152,1517935,999931,True
153,1414099,813817,True
154,1446189,815811,True
155,1422785,897176,True
156,1571676,994941,True
157,1507415,831932,True
158,1408828,813737,True
159,1421282,816913,True
160,1552671,820189,True
161,1420700,815310,True
162,1410200,814778,True
163,1452451,830659,True
164,1471768,814858,True
165,1414078,825118,True
166,1409710,811583,True
167,1409599,813676,True
168,1452050,839206,True
169,1485634,826601,True
170,1428746,814719,True
171,1444466,814609,True
172,1455367,815380,True
173,1410000,813637,True
174,1421252,815410,True
175,1476026,814428,True
176,1435679,815820,True
177,1408086,812725,True
178,1431832,814308,True
179,1435799,813817,True
180,1441981,816452,True
181,1478189,815009,True
182,1474002,830458,True
183,1426702,825188,True
184,1452872,816482,True
185,1409089,830679,True
186,1452420,814498,True
187,1464744,821742,True
188,1410732,812785,True
189,1468442,821542,True
190,1425560,814037,True
191,1436471,815490,True
192,1449826,815450,True
193,1499611,816872,True
194,1478440,826191,True
195,1447302,829436,True
196,1577043,887648,True
197,1411364,814799,True
198,1412455,818116,True
199,1466819,817644,True
