Iteration,Encryption Time,Decryption Time,Verification
0,2251298,139055,True
1,1656328,98016,True
2,1547642,94149,True
3,1607355,90752,True
4,1668552,115830,True
5,1585383,90863,True
6,1693058,105030,True
7,1632893,98867,True
8,1539356,85062,True
9,1579753,98468,True
10,1686145,96483,True
11,1622935,95391,True
12,1587387,88519,True
13,1663983,130468,True
14,1619939,89470,True
15,1526211,84210,True
16,1612464,86234,True
17,1678200,110861,True
18,1596915,90121,True
19,1642171,94781,True
20,1609580,95782,True
21,1568632,92936,True
22,1605271,101393,True
23,1591264,88539,True
24,1632984,89120,True
25,1572730,87456,True
26,1570054,86775,True
27,1576686,87506,True
28,1589912,92937,True
29,1670014,95621,True
30,1592646,93517,True
31,1613477,95321,True
32,1611373,88589,True
33,1596735,88919,True
34,1700752,89090,True
35,1690904,96563,True
36,1732894,103907,True
37,1626622,96774,True
38,1642742,115529,True
39,1558232,83929,True
40,2495563,95362,True
41,1552150,84721,True
42,1579723,84881,True
43,1634833,290131,True
44,1603798,89580,True
45,1517544,84290,True
46,1666117,88408,True
47,1752010,102404,True
48,1674763,97465,True
49,1710310,95601,True
50,1580734,88438,True
51,1613878,96744,True
52,1632563,97365,True
53,1526511,86965,True
54,1616853,99740,True
55,1628676,95752,True
56,1604359,94770,True
57,1533114,92966,True
58,1538785,87316,True
59,1581035,88959,True
60,1524317,84922,True
61,1658392,101323,True
62,1581085,95812,True
63,2144396,97886,True
64,1539716,92276,True
65,1529417,91794,True
66,1783189,98657,True
67,1638595,117904,True
68,1516524,92247,True
69,1624872,104431,True
70,1588453,86657,True
71,1695939,98689,True
72,1627397,94531,True
73,1630623,99742,True
74,1636153,110582,True
75,1622237,90834,True
76,2525853,102607,True
77,1653116,100733,True
78,1662434,100864,True
79,1652715,102747,True
80,1725094,137605,True
81,1572201,88080,True
82,1556481,88600,True
83,1579896,88770,True
84,1722049,102617,True
85,1695548,130621,True
86,1606878,89973,True
87,1589635,89562,True
88,1759511,117927,True
89,1633208,88861,True
90,1683294,113779,True
91,1684207,89011,True
92,1523978,84593,True
93,1532034,85474,True
94,1524099,84182,True
95,1706078,99821,True
96,1618300,98669,True
97,1589183,198061,True
98,1513759,84543,True
99,1520321,83400,True
100,1817152,118277,True
101,1592049,88850,True
102,1593312,105973,True
103,1679107,104040,True
104,1585987,90684,True
105,1595596,94712,True
106,1519330,84402,True
107,1611025,174886,True
108,1621095,97778,True
109,1531342,84652,True
110,1543356,148005,True
111,1578844,93479,True
112,1680239,174425,True
113,1581339,87057,True
114,2180897,92848,True
115,1628259,96937,True
116,1697903,93058,True
117,1579896,88540,True
118,1822232,120241,True
119,1653858,96164,True
120,1547513,94249,True
121,1587088,88278,True
122,1582289,87957,True
123,1651310,141839,True
124,1576167,87386,True
125,1597507,107415,True
126,1577470,88438,True
127,1765116,262028,True
128,1620381,96364,True
129,1541121,83509,True
130,1643400,236295,True
131,1571889,90643,True
132,1624048,98748,True
133,1683892,133163,True
134,1625802,89811,True
135,1527134,83749,True
136,1604230,88468,True
137,1529819,83339,True
138,1546551,84961,True
139,1938452,144966,True
140,1661479,87977,True
141,1652142,88498,True
142,1529799,86294,True
143,1607837,87627,True
144,1588661,108797,True
145,1589372,93618,True
146,1617496,89239,True
147,1627906,102275,True
148,1916787,166296,True
149,1599281,88828,True
150,1545609,86123,True
151,2512172,826812,True
152,1631192,88358,True
153,1571588,105802,True
154,1596045,95802,True
155,1551971,93909,True
156,1576749,92015,True
157,1702968,109147,True
158,1522705,119707,True
159,1613889,121391,True
160,1955283,170304,True
161,1548184,86484,True
162,1571549,120619,True
163,1757071,105230,True
164,1713008,111542,True
165,1571528,87667,True
166,1606184,92035,True
167,1605392,87847,True
168,1735731,90252,True
169,1550659,87036,True
170,1611925,119928,True
171,1612336,136510,True
172,1610092,89310,True
173,1763168,170755,True
174,1643134,101533,True
175,1523768,83710,True
176,2359571,768853,True
177,1595875,89941,True
178,1703569,96854,True
179,1514820,87717,True
180,1634007,128674,True
181,1959737,124998,True
182,1594332,89360,True
183,1662371,89450,True
184,1602647,88237,True
185,1621663,88418,True
186,1606896,88859,True
187,1715943,98076,True
188,1637544,95692,True
189,1608970,95251,True
190,1571649,95783,True
191,1531893,87416,True
192,1603409,89791,True
193,1584764,96704,True
194,1655909,95161,True
195,1583822,112715,True
196,1673323,95893,True
197,1594913,90201,True
198,1570186,96824,True
199,1667511,98668,True
