Iteration,Encryption Time,Decryption Time,Verification
0,767148,366786,True
1,1488007,858771,True
2,1269441,434251,True
3,854543,450165,True
4,1114857,462238,True
5,887646,342200,True
6,851818,468169,True
7,1266656,1693697,True
8,662798,387106,True
9,1917071,479751,True
10,2162267,589309,True
11,960234,517823,True
12,818685,400260,True
13,986774,509117,True
14,1333793,459032,True
15,1344273,432502,True
16,717092,319286,True
17,715178,358351,True
18,841598,716802,True
19,869071,412263,True
20,1000009,472978,True
21,1029756,513536,True
22,933092,438633,True
23,1055345,1679134,True
24,987626,1702784,True
25,2318814,348562,True
26,2887418,327863,True
27,958711,1873348,True
28,2118840,525478,True
29,2402102,526841,True
30,1020008,390411,True
31,856657,375253,True
32,1204599,367307,True
33,2586568,775091,True
34,802594,389920,True
35,1357379,468099,True
36,903326,446197,True
37,881314,371866,True
38,708445,348582,True
39,832030,390783,True
40,668660,346248,True
41,727221,401693,True
42,798476,352059,True
43,696824,332452,True
44,615549,326761,True
45,714337,376645,True
46,708366,377828,True
47,766125,398587,True
48,845916,412343,True
49,1623909,642380,True
50,808145,352349,True
51,678599,340917,True
52,642901,366286,True
53,938333,418245,True
54,632652,357379,True
55,580112,267488,True
56,732671,377528,True
57,1018906,462679,True
58,590933,314017,True
59,738914,426570,True
60,1017002,487206,True
61,989089,503467,True
62,1157068,811471,True
63,998557,519597,True
64,7395426,1309281,True
65,963721,451468,True
66,715780,352510,True
67,903697,448492,True
68,1088949,504649,True
69,1000650,711200,True
70,901813,502605,True
71,1509838,782175,True
72,933974,562228,True
73,694369,402865,True
74,1006172,1371344,True
75,1037220,480943,True
76,7052409,535778,True
77,1004208,407605,True
78,918815,378268,True
79,792605,412172,True
80,911652,4234564,True
81,2112504,774321,True
82,1021189,560174,True
83,1055996,448422,True
84,803646,511823,True
85,1152049,1010890,True
86,1098116,641087,True
87,1164411,751237,True
88,1284210,531981,True
89,1366416,670474,True
90,1017392,428444,True
91,1192906,509929,True
92,1280002,568530,True
93,1016301,516001,True
94,1197776,585753,True
95,3316719,622362,True
96,2142749,1105284,True
97,1170894,579711,True
98,4832840,789550,True
99,1229536,852098,True
100,1298376,508245,True
101,1130417,494138,True
102,2511801,1096984,True
103,1832986,548191,True
104,1297124,469472,True
105,549754,321892,True
106,785752,531389,True
107,793337,531750,True
108,762708,597164,True
109,1048912,618945,True
110,904188,463780,True
111,1149534,581465,True
112,3220132,1037952,True
113,1269290,709447,True
114,1449493,701202,True
115,1355415,730157,True
116,1264561,508706,True
117,1175233,695952,True
118,1187706,823344,True
119,1473539,681434,True
120,1422582,658570,True
121,982776,575953,True
122,1410639,818184,True
123,1674260,628383,True
124,1443061,675173,True
125,1649533,768018,True
126,1555223,694840,True
127,1255835,735467,True
128,1711215,533593,True
129,1449834,672066,True
130,1155445,619727,True
131,1132040,452520,True
132,3070061,722523,True
133,1237621,557419,True
134,1085531,441789,True
135,1019787,576285,True
136,1261456,578319,True
137,1136889,608756,True
138,856106,395421,True
139,1032922,527532,True
140,1012032,709688,True
141,1526128,526090,True
142,7179307,584670,True
143,1276845,636710,True
144,931890,548341,True
145,1133032,600240,True
146,812543,368840,True
147,974972,463220,True
148,984831,401763,True
149,1131519,460395,True
150,1005279,444163,True
151,814587,453180,True
152,4723957,706431,True
153,972137,521651,True
154,746818,474411,True
155,895511,445957,True
156,1333958,572387,True
157,1112212,467698,True
158,1566887,728164,True
159,12178703,1122011,True
160,1386393,743813,True
161,1356317,463720,True
162,1395140,762940,True
163,1361105,710099,True
164,1226459,577918,True
165,1289549,833443,True
166,1537866,1587986,True
167,1686814,659202,True
168,1233032,726691,True
169,1884740,1077126,True
170,906221,424266,True
171,1633182,733123,True
172,1358941,544755,True
173,1689569,903897,True
174,1502864,767718,True
175,1841758,823354,True
176,1689819,885111,True
177,1338803,804177,True
178,1112122,634906,True
179,1374441,703466,True
180,1751938,696042,True
181,1105029,571595,True
182,3531578,784610,True
183,1589966,901141,True
184,1287966,735857,True
185,1436161,10341714,True
186,1366315,802174,True
187,1667107,730507,True
188,1262518,644844,True
189,1269501,736529,True
190,1610640,606461,True
191,1253661,689129,True
192,1462979,635447,True
